title,authors,journal,doi,all_authors,openalex_id
Refining resolution settings for analysis of dissolved organic matter in varied natural environments by Fourier‐transform ion cyclotron resonance mass spectrometry,"Shuchai Gan, Shi-Ting Huang, Pengran Guo, ... , Zheng Gong (n=9)",Limnology and Oceanography Methods,https://doi.org/10.1002/lom3.10696,Shuchai Gan; Shi-Ting Huang; Pengran Guo; Ying Wu; Faming Wang; Bin Jiang; Yumei Song; Jia-Chuan Pan; Zheng Gong,https://openalex.org/W4411102515
Seasonal dynamics of DOM diversity and molecular composition in the NW Mediterranean Sea,"Nawal Bouchachi, Hélène Lavanant, Carlos Afonso, ... , Ortega-Retuerta Eva (n=7)",Marine Chemistry,https://doi.org/10.1016/j.marchem.2025.104562,Nawal Bouchachi; Hélène Lavanant; Carlos Afonso; Schmitz Isabelle; Barbara Marie; Ingrid Obernosterer; Ortega-Retuerta Eva,https://openalex.org/W4414121622
Phages Shape the Transformation of Organic Matter During Composting,"Yuanyuan Bao, Jan Dolfing, Ruirui Chen, ... , Youzhi Feng (n=10)",Microbial Biotechnology,https://doi.org/10.1111/1751-7915.70291,Yuanyuan Bao; Jan Dolfing; Ruirui Chen; Chongwen Qiu; Jianwei Zhang; Xin Zhou; Liang Liu; Yiming Wang; Xu Lin; Youzhi Feng,https://openalex.org/W7116712666
Unraveling the Molecular Composition and Reactivity Differentiation of Algae- and Macrophyte-Derived Dissolved Organic Matter in Plateau Lakes: Insights from Optical Properties and High Resolution Mass Spectrometry Characterization,"Qiuxing Li, Runyu Zhang, Haijun Yuan, Liying Wang, Shuxia Xu",Molecules,https://doi.org/10.3390/molecules30173510,Qiuxing Li; Runyu Zhang; Haijun Yuan; Liying Wang; Shuxia Xu,https://openalex.org/W4413796987
Molecular-level insights into derivation dynamics of microplastic-derived dissolved organic matter,"Shiting Liu, Xiamu Zelang, Chao Ma, ... , Jiunian Guan (n=8)",New Contaminants,https://doi.org/10.48130/newcontam-0025-0016,Shiting Liu; Xiamu Zelang; Chao Ma; Zhuoyu Li; Xinyue Wang; Hanyu Ju; Jingjie Zhang; Jiunian Guan,https://openalex.org/W4417014893
Sachbericht zum Verwendungsnachweis,"Michael Seidel, Dariya Baiko, Thorsten Dittmar",Open MIND,,Michael Seidel; Dariya Baiko; Thorsten Dittmar,https://openalex.org/W7128880355
Chemodiversity of soil dissolved organic matter complementally improved by stepwise elution and electrospray ionization modes,"Shasha Zhuo, Qin Rong, Qing‐Long Fu",Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2025.104965,Shasha Zhuo; Qin Rong; Qing‐Long Fu,https://openalex.org/W4407856541
Compositional convergence of dissolved organic matter from root litter to rhizosphere soil in a semiarid grassland of North China,"Xiaohan Mo, Zongxiao Zhang, Mengke Wang, ... , Junjian Wang (n=11)",Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2025.105061,Xiaohan Mo; Zongxiao Zhang; Mengke Wang; Qiang Zhang; Guodong Sun; Weifeng Hu; Guoping Chen; Deliang Kong; Chengcheng Dong; Hui Zeng; Junjian Wang,https://openalex.org/W4413890010
Insights into the complex nature of dissolved organic matter from plant residues using multiple spectroscopic techniques,"Zongtang Yang, Biswaranjan Mohanty, Feike A. Dijkstra, Georg Guggenberger, Balwant Singh",Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2025.105095,Zongtang Yang; Biswaranjan Mohanty; Feike A. Dijkstra; Georg Guggenberger; Balwant Singh,https://openalex.org/W4416643125
Implications of negative and positive electrospray ionization mode use on 21 T Fourier-transform ion cyclotron resonance mass spectrometric determined aquatic dissolved organic matter characteristics,"Amy M. Mckenna, Andrew S Wozniak, Tianyin Ouyang, Felix E. Agblemanyo",OSF Preprints (OSF Preprints),,Amy M. Mckenna; Andrew S Wozniak; Tianyin Ouyang; Felix E. Agblemanyo,https://openalex.org/W7112254989
"Historical inputs and biogeochemical transformations of dissolved organic matter since 1850 CE in a small plateau-lake, Southwest China","Shuaidong Li, Xiao‐Lei Wang, Jinliang Liu, ... , Changchun Huang (n=12)",Palaeogeography Palaeoclimatology Palaeoecology,https://doi.org/10.1016/j.palaeo.2025.112798,Shuaidong Li; Xiao‐Lei Wang; Jinliang Liu; Yanhui Zhang; Robert G. M. Spencer; Anne M. Kellerman; Amy M. McKenna; Xiaohua Ma; Quanliang Jiang; Tao Huang; Hao Yang; Changchun Huang,https://openalex.org/W4407134599
Logging disrupts the ecology of molecules in headwater streams,"Erika C. Freeman, Erik J. S. Emilson, Kara L. Webster, Thorsten Dittmar, Andrew J. Tanentzap",Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.2409104122,Erika C. Freeman; Erik J. S. Emilson; Kara L. Webster; Thorsten Dittmar; Andrew J. Tanentzap,https://openalex.org/W4413636972
Isolation and Identification of Mercury–Dissolved Organic Matter Complexes in Mercury–Humic Acid Suspensions,"Ghulam Hussain Qasim, Lisa Harris, Vaughn Mangal, ... , Charles T. Driscoll (n=6)",Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.9986,Ghulam Hussain Qasim; Lisa Harris; Vaughn Mangal; Mario Montesdeoca; Svetoslava Todorova; Charles T. Driscoll,https://openalex.org/W4406376875
RO permeate DOM alteration and emerging oxidation byproduct formation in the UV/NHCl<sub>2</sub> and UV/NH<sub>2</sub>Cl processes in the presence of bromide,"Kun Wang, Yingying XIANG, Jean Philippe Croué, Hervé Gallard, Chii Shang",Rare & Special e-Zone (The Hong Kong University of Science and Technology),,Kun Wang; Yingying XIANG; Jean Philippe Croué; Hervé Gallard; Chii Shang,https://openalex.org/W7155469629
Advances in Glacier Biogeochemistry: A Global Survey of Dissolved Organic Matter in Glacial Meltwater,"Alexandre M. Anesio, Joel Barker, Lisa Bröder",Repository for Publications and Research Data (ETH Zurich),https://doi.org/10.3929/ethz-c-000799260,Alexandre M. Anesio; Joel Barker; Lisa Bröder,https://openalex.org/W7155507765
Logging disrupts the ecology of molecules in headwater streams,"Erika C. Freeman, Erik J.S. Emilson, Kara L. Webster, Thorsten Dittmar, Andrew J. Tanentzap",Repository for Publications and Research Data (ETH Zurich),https://doi.org/10.3929/ethz-c-000793234,Erika C. Freeman; Erik J.S. Emilson; Kara L. Webster; Thorsten Dittmar; Andrew J. Tanentzap,https://openalex.org/W7131225160
Geographical patterns and drivers of dissolved organic matter in the global ocean,"Jianjun Wang, Ang Hu, Yifan Cui, ... , Nianzhi Jiao (n=9)",Research Square,https://doi.org/10.21203/rs.3.rs-6624570/v1,Jianjun Wang; Ang Hu; Yifan Cui; Sarah K. Bercovici; Xiancai Lu; Jay T. Lennon; Janne Soininen; Yongqin Liu; Nianzhi Jiao,https://openalex.org/W4410280298
Characterizing Dissolved Organic Matter Composition in a Southeastern United States Watershed,"Hopper, Gwendolyn Marcelette",Scholar Commons (University of South Carolina),,"Hopper, Gwendolyn Marcelette",https://openalex.org/W7113474844
"Coagulation for pretreatment of blackwater from septic tank: performance, mechanism and dissolved organic matter removal property","Changjun He, Shikun Cheng, Zhen Yang, Zifu Li",Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2025.134182,Changjun He; Shikun Cheng; Zhen Yang; Zifu Li,https://openalex.org/W4411966928
Removal efficiency and molecular transformation of dissolved organic matter in combined sewer overflow during micro-nano bubble ozonation treatment,"Cong Wang, Qing Xia, Yang Wang, ... , Zhen Zhou (n=7)",Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2025.134940,Cong Wang; Qing Xia; Yang Wang; Chuanting Zhou; Xiaodan Zhao; Mian Wu; Zhen Zhou,https://openalex.org/W4413787749
The role of typical inorganic anions on the transformation of dissolved organic matters in catalytic ozonation,"Min Li, Zhouyang Li, Liya Fu, Zhikai Qin, Changyong Wu",Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2025.133808,Min Li; Zhouyang Li; Liya Fu; Zhikai Qin; Changyong Wu,https://openalex.org/W4410879893
"Unravelling molecular transformation of dissolved organic matter in UV/Dichloroisocyanurate, UV/Chlorine, and UV/Chloramine processes using high resolution mass spectrometry","Quanfa Zhong, Wangbao Gong, Guangjun Wang, ... , Di He (n=9)",Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2025.135032,Quanfa Zhong; Wangbao Gong; Guangjun Wang; Jun Xie; Jianshu Zhao; Qinghai Jin; Xiaoming Ma; Zhangxin Wang; Di He,https://openalex.org/W4414008798
Molecular-level determination of chloride-induced shifts in DOM transformation in UV/H2O2 and UV/PDS systems,"Zhepei Gu, Feiyan Fang, Xiaoyu Wang, Qibin Li",Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2025.136396,Zhepei Gu; Feiyan Fang; Xiaoyu Wang; Qibin Li,https://openalex.org/W4417060290
Challenges in integrating dissolved organic matter chemodiversity into kinetic models of soil respiration,"Arjun Chakrawal, Odeta Qafoku, Satish Karra, John Bargar, Emily Graham",Soil Biology and Biochemistry,https://doi.org/10.1016/j.soilbio.2025.109954,Arjun Chakrawal; Odeta Qafoku; Satish Karra; John Bargar; Emily Graham,https://openalex.org/W4413781021
Vegetation restoration shapes soil organic matter chemistry and microbial processes,"Shuzhen Wang, Wenxin Chen, Kate V. Heal, ... , Chuifan Zhou (n=7)",Soil Biology and Biochemistry,https://doi.org/10.1016/j.soilbio.2025.109970,Shuzhen Wang; Wenxin Chen; Kate V. Heal; Jingjing Liang; Weijuan Qiu; Yuanchun Yu; Chuifan Zhou,https://openalex.org/W4414030672
Organic matter accelerated microbial iron reduction and available phosphorus release in reflooded paddy soils,"Xipeng Liu, Yuchen Shu, Kejie Li, ... , Xianyong Lin (n=8)",Soil Ecology Letters,https://doi.org/10.1007/s42832-025-0316-0,Xipeng Liu; Yuchen Shu; Kejie Li; Haotian Wang; Qing-Fang Bi; Haibo Wang; Chengliang Sun; Xianyong Lin,https://openalex.org/W4410701578
Organic Fertilization-Derived Lignin Alters the Dissemination of Antibiotic Resistance Genes from Soil to the Rhizosphere,"Bing-Jie Jin, Song-Can Chen, Bi-Xiao Ji, ... , Gang Li (n=8)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5839293,Bing-Jie Jin; Song-Can Chen; Bi-Xiao Ji; Hai-Bo Wang; Xin-Yuan Li; Yi Zhao; Kai Ding; Gang Li,https://openalex.org/W7108084257
"Coagulation for Pretreatment of Blackwater from Septic Tank: Performance, Mechanism and Dissolved Organic Matter Removal Property","Changjun He, Shikun Cheng, Zhen Yang, Zifu Li",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5251295,Changjun He; Shikun Cheng; Zhen Yang; Zifu Li,https://openalex.org/W4410300169
Molecular Insights into the Seasonal Variation of Fluorescent Dissolved Organic Matter in an Isolated Aquatic Continuum,"Cheng Du, Wenzhong Tang, Zhineng Hao, ... , Hong Zhang (n=8)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5132779,Cheng Du; Wenzhong Tang; Zhineng Hao; Meiyi Zhang; Xiaoyue Zhang; Muxing Liu; Zhibing Chang; Hong Zhang,https://openalex.org/W4407390665
Thermal Hydrolysis-Induced Molecular Transformations in Sludge: Implications for Photochemical Reactivity and Dissolved Antibiotics Photodissipation,"Haifeng Wen, Xin Wang, Xinchao Zhang, ... , P J Wu (n=7)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5101167,Haifeng Wen; Xin Wang; Xinchao Zhang; Yiyang He; Lin Gu; Hanlin Zhang; P J Wu,https://openalex.org/W4406525270
Molecular Composition of Soil-Derived Dissolved Organic Matter Regulates Photodegradation of 6PPD-Quinone,"Jiale Liu, Linbin Zhu, Hua Yin, ... , Junfeng Niu (n=7)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5732769,Jiale Liu; Linbin Zhu; Hua Yin; Yibo Yuan; Yuhao Cai; Shaoyu Tang; Junfeng Niu,https://openalex.org/W7104689647
"Mechanism of Organic Carbon Composition and Characteristics Driving the Differentiation of Greenhouse Gas (Ch4, Co2 and N2o) Production: Evidence from Ft-Icr Ms and Metagenomics","Jingjie Zhang, Chunlan Li, Meng How Tan, ... , Yanxia Zuo (n=10)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5252414,Jingjie Zhang; Chunlan Li; Meng How Tan; Liping Yu; Zhenghan Liu; Lingling Wan; Xiuyun Cao; Yiyong Zhou; Chunlei Song; Yanxia Zuo,https://openalex.org/W4410325911
Municipal effluent alters molecular signatures of DOM-microbial interactions in receiving river,"Peipei Chen, Jianfeng Ye, Xin Sun, ... , Zuxin Xu (n=9)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5731902,Peipei Chen; Jianfeng Ye; Xin Sun; Qing Wei; Wencan Zhang; Feng Hu; Zhanzhan Yuan; Jingyi Zhang; Zuxin Xu,https://openalex.org/W4416076951
Iron-modified cement hydration regulates DOM transformation and carbon stabilization in soil-concrete systems during rainfall-runoff,"Qiao Li, Yipeng Wang, Jiuxian Yang, ... , Yi Xu (n=8)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5731658,Qiao Li; Yipeng Wang; Jiuxian Yang; Wenyou Wu; Jiyuan Jin; Xinchao Zhang; Yuanyuan Pei; Yi Xu,https://openalex.org/W4416076030
A Novel Single-Chamber Bio-Electro-Fenton for E2-3s Removal: Insights into the Effects of Wastewater-Derived Dom Composition from Molecular and Species Levels,"Qingmiao Yu, Linchang Guan, Fuzheng Zhao, ... , Jinju Geng (n=7)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5130995,Qingmiao Yu; Linchang Guan; Fuzheng Zhao; Yi Bao; Yue Rao; Hongqiang Ren; Jinju Geng,https://openalex.org/W4407319940
Microbial functional shifts along a peach monoculture and replant soil chronosequence are driven by dissolved organic matter dynamics,"Xiangyu Liu, Qingnan Chu, Detian Li, ... , chengrong chen (n=10)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5669233,Xiangyu Liu; Qingnan Chu; Detian Li; Shuai Yin; Chunxi Li; Jinnan Shen; Hua Wang; Min Zhang; Zhimin Sha; chengrong chen,https://openalex.org/W4415598541
Molecular evidence from FT-ICR MS and Bayesian mixing model reveals hillslope soils as dominant DOM contributors during rainfall,"Xiaodie Hu, Wanying Yan, Silin Ma, ... , Zhihua Shi (n=6)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5908150,Xiaodie Hu; Wanying Yan; Silin Ma; Jian Wang; Haibing Xiao; Zhihua Shi,https://openalex.org/W7114913458
Microbial Processes Dominate Dom Degradation in Alpine Karst Lakes Over Photochemical Effects,"Yanbao Lei, Qianqian You, Hanyong Zeng, ... , Geng Sun (n=9)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5185882,Yanbao Lei; Qianqian You; Hanyong Zeng; Muhammad Ibrar; Dalin Zhu; Demeng Zhao; Yutao Cao; Yunde Zhang; Geng Sun,https://openalex.org/W4408602657
Effects of Coal Rank and Subsurface Thermal Conditions on the Optical and Molecular Characteristics of Dissolved Organic Matter,"Zepeng Wan, Pengfei Lu, Wei Zou, ... , Baisheng Nie (n=7)",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5405510,Zepeng Wan; Pengfei Lu; Wei Zou; Shun Yang; Yangcheng Xu; Yanqing Wu; Baisheng Nie,https://openalex.org/W4413630308
Molecular composition changes of soil dissolved organic matter (SDOM) during non-thermal plasma treatment,"Zhendong Li, Zhuyu Sun, Lulu Chen, Yanan Liu",SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5646261,Zhendong Li; Zhuyu Sun; Lulu Chen; Yanan Liu,https://openalex.org/W4415461728
Strong reprocessing of dissolved organic matter along South-to-North water diversion,"Xiaofeng Cao, Jie Wang, Zitong Sun, ... , Jiuhui Qu (n=10)",The Innovation Geoscience,https://doi.org/10.59717/j.xinn-geo.2025.100170,Xiaofeng Cao; Jie Wang; Zitong Sun; Jianghao Ji; Jiangyong Chu; Yuewei Wang; Weixiao Qi; Jianfeng Peng; Huijuan Liu; Jiuhui Qu,https://openalex.org/W4416590705
Decreased stability of soil dissolved organic matter under disturbance of periodic flooding and drying in reservoir drawdown area,"Shengman Zhang, Yuchun Wang, Ming Sheng, ... , Fushun Wang (n=9)",The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2025.178973,Shengman Zhang; Yuchun Wang; Ming Sheng; Xueping Chen; Zi-Yuan Zhang; Shanze Li; Yong Qin; Pingqing Fu; Fushun Wang,https://openalex.org/W4408068584
Imprint of incomplete combustion processes on the water column of the anthropogenic-pressured Baltic Sea,"Tassiana Soares Gonçalves Serafim, Detlef E. Schulz‐Bull, Christopher P. Rüger, ... , Helena Osterholz (n=8)",The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2025.178537,Tassiana Soares Gonçalves Serafim; Detlef E. Schulz‐Bull; Christopher P. Rüger; Thorsten Dittmar; Jutta Niggemann; Ralf Zimmermann; Joanna J Waniek; Helena Osterholz,https://openalex.org/W4406691635
"sea4soCiety-DOM - AP2 - Kohlenstoff Qualität und Quellen: Rekalzitranz und Sequestrierung von organischem Material; Projekt: ""Rekalzitranz von gelöstem organischem Material aus Küstenökosystemen""","Michael Seidel, Dariya Baiko, Thorsten Dittmar",TIB Repositorium,https://doi.org/10.34657/29593,Michael Seidel; Dariya Baiko; Thorsten Dittmar,https://openalex.org/W7128734240
Formation of regulated and novel disinfection by-products during chlorine and chlorine dioxide disinfection of surface water and groundwater,"Nihemaiti, Maolida, Wullenweber, Jon, Stefanoni, Mattia, ... , Reemtsma, Thorsten (n=9)",TUHH Open Research,https://doi.org/10.15480/882.16297,"Nihemaiti, Maolida; Wullenweber, Jon; Stefanoni, Mattia; Kahle, Laura; Lechtenfeld, Oliver J.; Cantoni, Beatrice; Antonelli, Manuela; Ernst, Mathias; Reemtsma, Thorsten",https://openalex.org/W7115004878
Liquid chromatography Fourier transform ion cyclotron resonance mass spectrometry (LC-FT-ICR MS) and 1H NMR data from peat pore water and north sea water and LC-MS data for labeled model compounds,"Rodrigues Matos, Rebecca, Craig, Alexander, Tebben, Jan, ... , Lechtenfeld, Oliver (n=8)",UFZ Datenrechercheportal,https://doi.org/10.48758/ufz.16221,"Rodrigues Matos, Rebecca; Craig, Alexander; Tebben, Jan; Kaesler, Jan Michael; Koch, Boris P.; Hawkes, Jeffrey; Zherebker, Alexander; Lechtenfeld, Oliver",https://openalex.org/W7104377784
The Utilization of Dissolved Organic Matter Spectral and Molecular Properties in Freshwater Eutrophication Studies: A Mini Review,"Wengang Yan, Jun Xing, Chunzhao Chen, Yihua Xiao, Changqing Liu",Water,https://doi.org/10.3390/w17020151,Wengang Yan; Jun Xing; Chunzhao Chen; Yihua Xiao; Changqing Liu,https://openalex.org/W4406174665
Microscopic mechanism of organic carbon sequestration and redox properties influenced by iron (Oxyhydr)oxides,"Chuanjin Lin, Bin Dong, Zuxin Xu",Water Research,https://doi.org/10.1016/j.watres.2025.123220,Chuanjin Lin; Bin Dong; Zuxin Xu,https://openalex.org/W4406999605
Spatiotemporal changes in dissolved organic matter chemodiversity and its interaction with microbial composition in heavy-metal polluted river,"Chun Liu, Rujie Li, Yuheng Zhang, ... , Xiufeng Zhang (n=12)",Water Research,https://doi.org/10.1016/j.watres.2025.124738,Chun Liu; Rujie Li; Yuheng Zhang; Lijie Zhang; Zhaoling Liu; Ping Li; Guanghui Fan; Yingjie Zhu; Yue Zuo; Xule Liu; Zhiyong Fu; Xiufeng Zhang,https://openalex.org/W4415063613
The impact of water-sediment regulation scheme (WSRS) on the chemistry of dissolved organic matter in the Yellow River estuary and adjacent waters,"Donglei Niu, Yanfang Li, Yang Tan, ... , Jianhui Tang (n=7)",Water Research,https://doi.org/10.1016/j.watres.2025.123669,Donglei Niu; Yanfang Li; Yang Tan; Chao Ma; Yulin Qi; Yanan Li; Jianhui Tang,https://openalex.org/W4409535280
Impact of organic carbon concentration on the molecular properties and assembly of riverine dissolved organic matter,"Feijian Mao, Changbing Liu, Guoliang Li, ... , Wenxuan Li (n=9)",Water Research,https://doi.org/10.1016/j.watres.2025.124261,Feijian Mao; Changbing Liu; Guoliang Li; Yuli Wang; Qiyi Yuan; Karina Yew‐Hoong Gin; Huifang Zhang; Xu Chen; Wenxuan Li,https://openalex.org/W4412707806
Unraveling the links between molecular weight and multidimensional dynamics of dissolved organic matter in the runoff from gentle sloping land under rainfall,"Guo Chen, Hao Wang, Qiang Zhang, ... , Ding He (n=11)",Water Research,https://doi.org/10.1016/j.watres.2025.124061,Guo Chen; Hao Wang; Qiang Zhang; Chao Chang; Fei Wang; Qingwei Zhang; Jian Wang; Yu Pang; Ming Li; Biao Zhu; Ding He,https://openalex.org/W4411487040
Molecular-level insights into dissolved organic matter during Ulva prolifera degradation and its regulation on the environmental behaviour of the organic pollutant tributyl phosphate,"Hanwen Hu, Chengmin Wang, Xuexi Tang, ... , Xinxin Zhang (n=7)",Water Research,https://doi.org/10.1016/j.watres.2025.123436,Hanwen Hu; Chengmin Wang; Xuexi Tang; Ying Wang; Xiaoyang Jian; Suyang Liu; Xinxin Zhang,https://openalex.org/W4408247899
Exploring the chemical behaviors of dissolved organic matter to thermal hydrolysis temperature at the molecular level and its fate in anaerobic membrane bioreactor,"Jian Yin, Teng Cai, Yizhi Zhang, ... , Guangyin Zhen (n=8)",Water Research,https://doi.org/10.1016/j.watres.2025.123650,Jian Yin; Teng Cai; Yizhi Zhang; Qicai Dai; Yijing Gao; Siqin Li; Xueqin Lü; Guangyin Zhen,https://openalex.org/W4409452346
Reforming solid-liquid interfacial chemical compositions of anaerobic digestate liquor through rapid subcritical hydrothermal treatment with implications on enhanced colloidal solid removal,"Jieling Feng, Xiaoli Chai, Xiaohu Dai, Boran Wu",Water Research,https://doi.org/10.1016/j.watres.2025.125076,Jieling Feng; Xiaoli Chai; Xiaohu Dai; Boran Wu,https://openalex.org/W4416812883
Rainfall shapes CO₂ emission and dissolved organic matter dynamics in a karst catchment: Controlling factors revealed by isotopic and molecular signatures,"Jinfeng Ge, Yulin Qi, Yuanbi Yi, ... , Si‐Liang Li (n=11)",Water Research,https://doi.org/10.1016/j.watres.2025.124875,Jinfeng Ge; Yulin Qi; Yuanbi Yi; Chao Ma; Wenrui Yao; Xin Liu; Haoyang Wang; Keyan Li; Fu‐Jun Yue; Tao Peng; Si‐Liang Li,https://openalex.org/W4415704681
Ecological regime shifts weaken sedimentary carbon sequestration in shallow Lake liangzi,"Jinglin Hou, Qi Lin, Jiasheng Zhang, ... , Michael E. Meadows (n=11)",Water Research,https://doi.org/10.1016/j.watres.2025.125173,Jinglin Hou; Qi Lin; Jiasheng Zhang; Shixin Huang; Yuan Jin; Yanhua Wang; Haibo He; Pierre Taillardat; David Taylor; Ke Zhang; Michael E. Meadows,https://openalex.org/W4417525041
Sediment amplifies organic matter cycling and nutrients feedback in eutrophic lake zones,"Jun Xing, Yuping Zhou, Ding He, ... , Yihua Xiao (n=10)",Water Research,https://doi.org/10.1016/j.watres.2025.124164,Jun Xing; Yuping Zhou; Ding He; Fen Guo; Penghui Li; Yuan Zhang; Rui Lv; Runze Xue; Changqing Liu; Yihua Xiao,https://openalex.org/W4412026663
Integrating dual-stage gas permeable membranes and humic acid recovery to optimize fenton oxidation of landfill leachate: Insights into full-process performance and DOM molecular-level transformation,"Linjun Wu, Huan Li, Yanyue Gu, ... , Jiane Zuo (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.123525,Linjun Wu; Huan Li; Yanyue Gu; Zhiqiang Shen; Yuexi Zhou; Jiane Zuo,https://openalex.org/W4408675028
Seasonal and longitudinal dynamics of DOM within headwater streams of a tropical evergreen forest,"Samantha N. Sullivan, Jennifer C. Bowen, Louis A. Kaplan, Rose M. Cory, Patrick G. Hatcher",Water Research,https://doi.org/10.1016/j.watres.2025.123668,Samantha N. Sullivan; Jennifer C. Bowen; Louis A. Kaplan; Rose M. Cory; Patrick G. Hatcher,https://openalex.org/W4409870474
Chemically recalcitrant molecules are the primary components regulating the electron-donating capacity (EDC) of dissolved organic matter,"Sihua Zhu, Peijie Yang, Peili Tian, ... , Tao Jiang (n=12)",Water Research,https://doi.org/10.1016/j.watres.2025.124316,Sihua Zhu; Peijie Yang; Peili Tian; Siqi Zhang; Shanyi Tian; Yongguang Yin; Jitao Lv; Caiyun Yang; Zhongbo Zhou; Zhenwu Tang; Dingyong Wang; Tao Jiang,https://openalex.org/W4413054877
The role of dissolved organic matter in fuelling coastal hypoxia: Identifying key molecules and drivers,"Wenzhao Liang, Penghui Li, Yifei Pan, ... , Ding He (n=12)",Water Research,https://doi.org/10.1016/j.watres.2025.124210,Wenzhao Liang; Penghui Li; Yifei Pan; Zhe‐Xuan Zhang; Yuanbi Yi; Zhao Liang Chen; Chen Zhao; Ruanhong Cai; Zekun Zhang; Christian Lønborg; Jianping Gan; Ding He,https://openalex.org/W4412456422
Methane biogeochemical turnover constrains arsenic transformation in groundwater systems: Organic molecular signatures and microbial functional networks,"Xianjun Xie, E. Anu Li, Honglin Jiang, ... , Shuai Shen (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.125083,Xianjun Xie; E. Anu Li; Honglin Jiang; Kunfu Pi; Yanhui Lu; Shuai Shen,https://openalex.org/W4416817620
Coupling electrooxidation-coagulation with membrane distillation using recycled Al can cathodes for sustainable landfill leachate treatment: Fouling control and mechanism insights,"Xin Zhang, Jiayu Luo, Tianwei Hao, ... , Yang Lei (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.124415,Xin Zhang; Jiayu Luo; Tianwei Hao; Xin Liu; Chongxuan Liu; Yang Lei,https://openalex.org/W4413297125
Organic molecular network analysis reveals transformation signatures of dissolved organic matter during anaerobic digestion process,"Xingsheng Yang, Xi Peng, Kai Feng, ... , Ye Deng (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.123777,Xingsheng Yang; Xi Peng; Kai Feng; Shang Wang; Zou Xiao; Ye Deng,https://openalex.org/W4410056013
Iron and sulfate reduction vs. methanogenesis: Contrasting terminal anaerobic organic matter degradation pathways regulate groundwater iodine enrichment,"Yamin Deng, Yuxiao Xu, Jiangkai Xue, Yao Du, Yanxin Wang",Water Research,https://doi.org/10.1016/j.watres.2025.124788,Yamin Deng; Yuxiao Xu; Jiangkai Xue; Yao Du; Yanxin Wang,https://openalex.org/W4415082358
Plastispheres as unique niches for promoting turnover of dissolved organic matter in aquatic environments,"Yanjun Liu, Zhenghao Li, Yan‐Yun Hu, ... , Guo‐Ping Sheng (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.124191,Yanjun Liu; Zhenghao Li; Yan‐Yun Hu; Jia-Heng Zhao; Yuan Li; Guo‐Ping Sheng,https://openalex.org/W4412422479
Dissolved organic matter in surface sediments along a river-to-ocean continuum: Molecular characteristics and sediment–water exchange dynamics,"Zekun Zhang, Peng Yao, Bin Zhao, ... , Ding He (n=10)",Water Research,https://doi.org/10.1016/j.watres.2025.125238,Zekun Zhang; Peng Yao; Bin Zhao; Yuanbi Yi; Zhao Liang Chen; Chen Zhao; Ruanhong Cai; Wenzhao Liang; Chenglong Wang; Ding He,https://openalex.org/W4417527120
Iron (oxyhydr)oxide-driven chemodiversity in algal-derived dissolved organic matter: Mechanistic coupling of electron transfer and radical-induced bond cleavage under light and dark conditions,"Zelong Yan, Minhan Pi, Tingting You, ... , Xiangfeng Zeng (n=6)",Water Research X,https://doi.org/10.1016/j.wroa.2025.100364,Zelong Yan; Minhan Pi; Tingting You; Li Wang; Shaofeng Wang; Xiangfeng Zeng,https://openalex.org/W4411312532
Lake dissolved organic matters seasonal variations is a main driver of N2O emission: In molecular insights by using FT-ICR MS,"Zezheng Wang, Lu Li, Chengchao Liao, ... , Kang Song (n=7)",Water Research X,https://doi.org/10.1016/j.wroa.2025.100321,Zezheng Wang; Lu Li; Chengchao Liao; Min Deng; Senbati Yeerken; Yongxia Huang; Kang Song,https://openalex.org/W4407426064
