year,title,authors_short,all_authors,journal,doi,subdisciplines,n_subdisciplines
2010,Illuminated darkness: Molecular signatures of Congo River dissolved organic matter and its photochemical alteration as revealed by ultrahigh precision mass spectrometry,"Aron Stubbins, Robert G. M. Spencer, Hongmei Chen et al. (n=10)",Aron Stubbins; Robert G. M. Spencer; Hongmei Chen; Patrick G. Hatcher; Kenneth Mopper; Peter J. Hernes; Vincent Lukanda Mwamba; Arthur M. Mangangu; José N. Wabakanghanzi; Johan Six,Limnology and Oceanography,https://doi.org/10.4319/lo.2010.55.4.1467,biochar_black_carbon; biogeochem_carbon; estuary_coastal; freshwater_river; marine; soil_terrestrial,6
2010,"Characterization of dissolved organic matter across the Subtropical Convergence off the South Island, New Zealand","Michael Gonsior, Barrie M. Peake, William Cooper et al. (n=7)",Michael Gonsior; Barrie M. Peake; William Cooper; David C. Podgorski; Juliana D’Andrilli; Thorsten Dittmar; William J. Cooper,Marine Chemistry,https://doi.org/10.1016/j.marchem.2010.10.004,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation,4
2010,Impact of instrument and experiment parameters on reproducibility of ultrahigh resolution ESI FT-ICR mass spectra of natural organic matter,"Melissa C. Kido Soule, Krista Longnecker, Stephen J. Giovannoni et al. (n=4)",Melissa C. Kido Soule; Krista Longnecker; Stephen J. Giovannoni; Elizabeth B. Kujawinski,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2010.05.017,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation,4
2010,Characterization of dissolved organic matter in northern peatland soil porewaters by ultra high resolution mass spectrometry,"Juliana D’Andrilli, Jeffrey P. Chanton, Paul H. Glaser et al. (n=4)",Juliana D’Andrilli; Jeffrey P. Chanton; Paul H. Glaser; William Cooper,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2010.05.009,biogeochem_carbon; estuary_coastal; soil_terrestrial; wetland_peatland,4
2010,Influence of bedrock geology on dissolved organic matter quality in stream water,"Jennifer J. Mosher, Geoffrey C. Klein, Alan G. Marshall et al. (n=4)",Jennifer J. Mosher; Geoffrey C. Klein; Alan G. Marshall; Robert H. Findlay,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2010.08.004,disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; sediment_porewater,5
2010,Physical Heterogeneity Increases Biofilm Resource Use and Its Molecular Diversity in Stream Mesocosms,"Gabriel Singer, Katharina Besemer, Philippe Schmitt‐Kopplin et al. (n=5)",Gabriel Singer; Katharina Besemer; Philippe Schmitt‐Kopplin; Iris Hödl; Tom J. Battin,PLoS ONE,https://doi.org/10.1371/journal.pone.0009988,biogeochem_carbon; freshwater_river; microbial_coupling; soil_terrestrial,4
2010,"Compositional and structural dynamics of dissolved organic matter during <em>Cyanobacteria (Microcystis aeruginosa)</em> Bloom in Taihu Lake, China.","N. Hertkorn, F. Zhang, P. Schmitt-Kopplin et al. (n=7)",N. Hertkorn; F. Zhang; P. Schmitt-Kopplin; A. Fekete; A. Gáspár; Y. Wu; J. Z. Zhang,PuSH - Publication Server of Helmholtz Zentrum München,,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_lake; marine; microbial_coupling,6
2010,Comprehensive characterization of marine dissolved organic matter by Fourier transform ion cyclotron resonance mass spectrometry with electrospray and atmospheric pressure photoionization,"Juliana D’Andrilli, Thorsten Dittmar, Boris Koch et al. (n=6)",Juliana D’Andrilli; Thorsten Dittmar; Boris Koch; Jeremiah M. Purcell; Alan G. Marshall; William Cooper,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.4421,atmosphere_aerosol; biogeochem_carbon; marine; methods_instrumentation,4
2010,Novel software for data analysis of Fourier transform ion cyclotron resonance mass spectra applied to natural organic matter,"Tzafrir Grinhut, Dedy Lansky, Andras Gaspar et al. (n=7)",Tzafrir Grinhut; Dedy Lansky; Andras Gaspar; Norbert Hertkorn; Philippe Schmitt‐Kopplin; Yitzhak Hadar; Yona Chen,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.4709,biogeochem_carbon; freshwater_river; methods_instrumentation,3
2010,Photochemical degradation of natural organic sulfur compounds (CHOS) from iron‐rich mine pit lake pore waters – an initial understanding from evaluation of single‐elemental formulae using ultra‐high‐resolution mass spectrometry,"Peter Herzsprung, Norbert Hertkorn, Kurt Friese et al. (n=4)",Peter Herzsprung; Norbert Hertkorn; Kurt Friese; Philippe Schmitt‐Kopplin,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.4719,biogeochem_carbon; disturbance_anthropogenic; freshwater_lake; groundwater; sediment_porewater,5
2010,Erratum: Comprehensive characterization of marine dissolved organic matter by Fourier transform ion cyclotron resonance mass spectrometry with electrospray and atmospheric pressure photoionization,"Juliana D’Andrilli, Thorsten Dittmar, Boris Koch et al. (n=6)",Juliana D’Andrilli; Thorsten Dittmar; Boris Koch; Jeremiah M. Purcell; Alan G. Marshall; William Cooper,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.4602,atmosphere_aerosol; biogeochem_carbon; marine; methods_instrumentation,4
2011,A molecular perspective on the ageing of marine dissolved organic matter,"Ruth Flerus, Boris Koch, Oliver J. Lechtenfeld et al. (n=8)",Ruth Flerus; Boris Koch; Oliver J. Lechtenfeld; S. Leigh McCallister; Philippe Schmitt‐Kopplin; Ronald Benner; Karl Kaiser; Gerhard Kattner,,https://doi.org/10.5194/bgd-8-11453-2011,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation; microbial_coupling,5
2011,Dissolved organic matter in sea spray: a transfer study from marine surface water to aerosols,"Philippe Schmitt‐Kopplin, Gérard Liger‐Belair, Boris Koch et al. (n=11)",Philippe Schmitt‐Kopplin; Gérard Liger‐Belair; Boris Koch; Ruth Flerus; Gerhard Kattner; Mourad Harir; Basem Kanawati; Marianna Lucio; Dimitrios Tziotis; Norbert Hertkorn; István Gebefügi,,https://doi.org/10.5194/bgd-8-11767-2011,atmosphere_aerosol; biogeochem_carbon; marine,3
2011,Molecular Characterization of Peatland-derived Dissolved Organic Matter Using Ultra-high Resolution Mass Spectrometry and Tetramethylammonium Hydroxide (TMAH) Thermochemolysis,"Luke Ridley, Boris Koch, Ruth Flerus et al. (n=6)",Luke Ridley; Boris Koch; Ruth Flerus; Gregory L. Cowie; Geoffrey D. Abbott; Philippe Schmitt‐Kopplin,AGU Fall Meeting Abstracts,,biogeochem_carbon; wetland_peatland,2
2011,Characterization of Rainwater Dissolved Organic Matter by Ultrahigh Resolution Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,"Ralph N. Mead, David C. Podgorski, K. M. Mullaugh et al. (n=7)",Ralph N. Mead; David C. Podgorski; K. M. Mullaugh; Bonnie A. Avery; Robert J. Kieber; Joan D. Willey; William Cooper,AGUFM,,atmosphere_aerosol; biogeochem_carbon,2
2011,Influence of acidification on the optical properties and molecular composition of dissolved organic matter,"Malak Tfaily, David C. Podgorski, J. E. Corbett et al. (n=5)",Malak Tfaily; David C. Podgorski; J. E. Corbett; Jeffrey P. Chanton; William Cooper,Analytica Chimica Acta,https://doi.org/10.1016/j.aca.2011.08.037,biogeochem_carbon; estuary_coastal; marine; wetland_peatland,4
2011,Accurate mass measurements and ultrahigh-resolution: evaluation of different mass spectrometers for daily routine analysis of small molecules in negative electrospray ionization mode,"Núria Cortés-Francisco, Cintia Flores, Encarnación Moyano et al. (n=4)",Núria Cortés-Francisco; Cintia Flores; Encarnación Moyano; Josep Caixach,Analytical and Bioanalytical Chemistry,https://doi.org/10.1007/s00216-011-5046-8,biogeochem_carbon; methods_instrumentation,2
2011,Study of Double Bond Equivalents and the Numbers of Carbon and Oxygen Atom Distribution of Dissolved Organic Matter with Negative-Mode FT-ICR MS,"EunJung Bae, In Joon Yeo, Byungkwan Jeong et al. (n=6)",EunJung Bae; In Joon Yeo; Byungkwan Jeong; Yongsik Shin; Kyung‐Hoon Shin; Sunghwan Kim,Analytical Chemistry,https://doi.org/10.1021/ac200464q,biogeochem_carbon; estuary_coastal; groundwater; methods_instrumentation,4
2011,Characterization of Pyrogenic Black Carbon by Desorption Atmospheric Pressure Photoionization Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,"David C. Podgorski, Rasha Hamdan, Amy M. McKenna et al. (n=7)",David C. Podgorski; Rasha Hamdan; Amy M. McKenna; Leonard Nyadong; Ryan P. Rodgers; Alan G. Marshall; William Cooper,Analytical Chemistry,https://doi.org/10.1021/ac202166x,atmosphere_aerosol; biochar_black_carbon; biogeochem_carbon; methods_instrumentation,4
2011,An overview of the methods used in the characterisation of natural organic matter (NOM) in relation to drinking water treatment,"Anu Matilainen, Egil T. Gjessing, Tanja Lahtinen et al. (n=6)",Anu Matilainen; Egil T. Gjessing; Tanja Lahtinen; Leif Hed; Amit Bhatnagar; Mika Sillanpää,Chemosphere,https://doi.org/10.1016/j.chemosphere.2011.01.018,biochar_black_carbon; biogeochem_carbon; wastewater_drinking,3
2011,Advanced Analytical Characterization of Molecular Changes Occurring in the Dissolved Organic Matter of Oxidized Landfill Leachate,,,DigiNole (Florida State University),,biogeochem_carbon; methods_instrumentation; microbial_coupling; wastewater_drinking,4
2011,Diagenetic Transformation of Dissolved Organic Nitrogen Compounds under Contrasting Sedimentary Redox Conditions in the Black Sea,"Frauke Schmidt, Boris Koch, Marcus Elvert et al. (n=6)",Frauke Schmidt; Boris Koch; Marcus Elvert; Gunnar Schmidt; Matthias Witt; Kai‐Uwe Hinrichs,Environmental Science & Technology,https://doi.org/10.1021/es2003414,biogeochem_carbon; estuary_coastal; marine; microbial_coupling; sediment_porewater,5
2011,The chemical changes of DOM from black waters to coastal marine waters by HPLC combined with ultrahigh resolution mass spectrometry,"Zhanfei Liu, Rachel L. Sleighter, Junyan Zhong et al. (n=4)",Zhanfei Liu; Rachel L. Sleighter; Junyan Zhong; Patrick G. Hatcher,Estuarine Coastal and Shelf Science,https://doi.org/10.1016/j.ecss.2010.12.030,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation,4
2011,"Sediment and organic matter properties, and molecular formula from sampling locations in the Northern Black Sea","Frauke Schmidt, Boris Koch, Marcus Elvert et al. (n=6)",Frauke Schmidt; Boris Koch; Marcus Elvert; Gunnar Schmidt; Matthias Witt; Kai‐Uwe Hinrichs,Figshare,https://doi.org/10.1594/pangaea.767386,biogeochem_carbon; marine; sediment_porewater,3
2011,Composition of dissolved organic matter in groundwater,"Krista Longnecker, Elizabeth B. Kujawinski",Krista Longnecker; Elizabeth B. Kujawinski,Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2011.02.020,biogeochem_carbon; groundwater; methods_instrumentation; microbial_coupling; sediment_porewater,5
2011,Molecular level investigation of composition and surface-to-depth transformation of dissolved organic matter in the east Atlantic Ocean using FT-ICR MS,"Ruth Flerus, Boris Koch, Marianna Lucio et al. (n=6)",Ruth Flerus; Boris Koch; Marianna Lucio; Philippe Schmitt‐Kopplin; Oliver J. Lechtenfeld; Gerhard Kattner,Helmholtz-Zentrum für Polar-und Meeresforschung (Alfred-Wegener-Institut),,estuary_coastal; marine,2
2011,Molecular level investigation of reactions between dissolved organic matter and extraction solvents using FT-ICR MS,"Ruth Flerus, Boris Koch, Philippe Schmitt‐Kopplin et al. (n=5)",Ruth Flerus; Boris Koch; Philippe Schmitt‐Kopplin; Matthias Witt; Gerhard Kattner,Marine Chemistry,https://doi.org/10.1016/j.marchem.2010.12.006,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; marine,4
2011,Characterization of dissolved organic matter in Lake Superior and its watershed using ultrahigh resolution mass spectrometry,"Elizabeth C. Minor, Carla J. Steinbring, Krista Longnecker et al. (n=4)",Elizabeth C. Minor; Carla J. Steinbring; Krista Longnecker; Elizabeth B. Kujawinski,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2011.11.007,biogeochem_carbon; freshwater_lake,2
2011,Combining advanced NMR techniques with ultrahigh resolution mass spectrometry: A new strategy for molecular scale characterization of macromolecular components of soil and sedimentary organic matter,"Junyan Zhong, Rachel L. Sleighter, Élodie Salmon et al. (n=5)",Junyan Zhong; Rachel L. Sleighter; Élodie Salmon; Georgina A. McKee; Patrick G. Hatcher,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2011.04.007,biogeochem_carbon; soil_terrestrial,2
2011,WITHDRAWN: Characterization of dissolved organic matter in Lake Superior and its watershed using ultrahigh resolution mass spectrometry,"Elizabeth C. Minor, Carla J. Steinbring, Krista Longnecker et al. (n=4)",Elizabeth C. Minor; Carla J. Steinbring; Krista Longnecker; Elizabeth B. Kujawinski,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2011.08.004,biogeochem_carbon; disturbance_anthropogenic; freshwater_lake,3
2011,EPC Society News,,,Pancreatology,https://doi.org/10.1159/000336366,biogeochem_carbon; estuary_coastal; marine; microbial_coupling,4
2011,Analytical Chemical Methods and Instrumentation,"Thomas S. Bianchi, Elizabeth A. Canuel",Thomas S. Bianchi; Elizabeth A. Canuel,Princeton University Press eBooks,https://doi.org/10.23943/princeton/9780691134147.003.0004,biochar_black_carbon; biogeochem_carbon,2
2011,"Dissolved organic carbon concentrations, amino sugar concentrations and highly significantly correlating FT-ICR mass peak magnitudes obtained from solid phase extracted marine dissolved organic matter during POLARSTERN cruise ANT-XXV/1","Ruth Flerus, Boris Koch, Oliver J. Lechtenfeld et al. (n=8)",Ruth Flerus; Boris Koch; Oliver J. Lechtenfeld; S. Leigh McCallister; Philippe Schmitt‐Kopplin; Ronald Benner; Karl Kaiser; Gerhard Kattner,Publishing Network for Geoscientific and Environmental Data (PANGAEA) (Alfred Wegener Institute for Polar and Marine Research),https://doi.org/10.1594/pangaea.772899,atmosphere_aerosol; biogeochem_carbon; marine; methods_instrumentation; microbial_coupling,5
2011,Fourier transform ion cyclotron resonance mass spectrometry (FT-ICR MS) raw data during POLARSTERN cruise ANT-XXV/1,"Ruth Flerus, Boris Koch, Oliver J. Lechtenfeld et al. (n=8)","Ruth Flerus; Boris Koch; Oliver J. Lechtenfeld; S. Leigh McCallister; Philippe Schmitt‐Kopplin; R. C. Benner; Kaiser, Karl; Gerhard Kattner",Publishing Network for Geoscientific and Environmental Data (PANGAEA) (Alfred Wegener Institute for Polar and Marine Research),https://doi.org/10.1594/pangaea.772894,biogeochem_carbon; marine,2
2011,Molecular characterization of effluent organic matter identified by ultrahigh resolution mass spectrometry,"Michael Gonsior, Matthew Zwartjes, William J. Cooper et al. (n=10)",Michael Gonsior; Matthew Zwartjes; William J. Cooper; Weihua Song; Kenneth P. Ishida; Linda Y. Tseng; Matthew K. Jeung; Diego Rosso; Norbert Hertkorn; Philippe Schmitt‐Kopplin,Water Research,https://doi.org/10.1016/j.watres.2011.03.016,biogeochem_carbon; wastewater_drinking,2
2011,2A1-E10 傾斜歩行シミュレーションからの膝関節アシストロボットのパラメータ検討(ウェアラブルロボティクス),"直樹 西尾, 雅俊 関, 峰生 渡邉 et al. (n=5)",直樹 西尾; 雅俊 関; 峰生 渡邉; 淳 井上; 正克 藤江,ロボティクス・メカトロニクス講演会講演概要集,https://doi.org/10.1016/j.watres.2021.117000,biogeochem_carbon; wastewater_drinking,2
2012,Elucidating the Biogeochemical Memory of the Oceans by Means of High-Resolution Organic Structural Spectroscopy,"Norbert Hertkorn, Mourad Harir, Boris Koch et al. (n=5)",Norbert Hertkorn; Mourad Harir; Boris Koch; Bernhard Michalke; Philippe Schmitt‐Kopplin,,https://doi.org/10.1007/978-94-007-5634-2_3,biogeochem_carbon; freshwater_lake; marine,3
2012,High field NMR spectroscopy and FTICR mass spectrometry: powerful discovery tools for the molecular level characterization of marine dissolved organic matter from the South Atlantic Ocean,"Norbert Hertkorn, Mourad Harir, Boris Koch et al. (n=6)",Norbert Hertkorn; Mourad Harir; Boris Koch; Bernhard Michalke; Peter Grill; Philippe Schmitt‐Kopplin,,https://doi.org/10.5194/bgd-9-745-2012,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation; soil_terrestrial,5
2012,Insights into dissolved organic matter complexity in rainwater from continental and coastal storms by ultrahigh resolution Fourier transform ion cyclotron resonance mass spectrometry,"Ralph N. Mead, K. M. Mullaugh, G. Brooks Avery et al. (n=6)",Ralph N. Mead; K. M. Mullaugh; G. Brooks Avery; Robert J. Kieber; Joan D. Willey; David C. Podgorski,,https://doi.org/10.5194/acpd-12-31413-2012,atmosphere_aerosol; biochar_black_carbon; biogeochem_carbon; estuary_coastal; marine,5
