year,title,authors_short,all_authors,journal,doi,openalex_id
2022,"Identification of urinary biomarkers of synthetic cannabinoids BZO-HEXOXIZID, BZO-POXIZID, 5F-BZO-POXIZID and BZO-CHMOXIZID from authentic urine samples in Singapore","Hian Twan Chang, Ching Yee Fong, Keane Zhi Hao Lee et al. (n=6)",Hian Twan Chang; Ching Yee Fong; Keane Zhi Hao Lee; Ziteng Wang; Eric Chun Yong Chan; Hooi Yan Moy,Annales de Toxicologie Analytique,https://doi.org/10.1016/j.toxac.2022.06.155,https://openalex.org/W4291291306
2022,Drug metabolite cluster centers-based strategy for comprehensive profiling of Neomangiferin metabolites in vivo and in vitro and network pharmacology study on anti-inflammatory mechanism,"Xianming Lan, Yanan Li, Haoran Li et al. (n=8)",Xianming Lan; Yanan Li; Haoran Li; Shuyi Song; Xiaoqing Yuan; Hongyan Zhou; Qimei Chen; Jiayu Zhang,Arabian Journal of Chemistry,https://doi.org/10.1016/j.arabjc.2022.104268,https://openalex.org/W4297283179
2022,"Comprehensive Metabolism Study of Tangeretin in Rat Plasma, Urine and FaecesUsing Ultra-High Performance Liquid Chromatography-Q Exactive Hybrid Quadrupole-Orbitrap High-Resolution Accurate Mass Spectrometry","Xiaojun Yu, Zhufeng Cong, Changlin Wang et al. (n=10)",Xiaojun Yu; Zhufeng Cong; Changlin Wang; Shengguang Wang; Zhi Yan; Bin Wang; Xiaonan Liu; Zhen Li; Peng Gao; Huaixing Kang,Current Drug Metabolism,https://doi.org/10.2174/1389200224666221124103611,https://openalex.org/W4310049180
2022,Comprehensive Study of <i>In vivo</i> and <i>In vitro</i> Metabolites of Cycloastragenol Based onUHPLC-Q-Exactive Orbitrap Mass Spectrometer,"Huajian Li, Shaoping Wang, Hong Wang et al. (n=9)",Huajian Li; Shaoping Wang; Hong Wang; Haoran Li; Yanan Li; Pingping Dong; Xianming Lan; Jiayu Zhang; Long Dai,Current Drug Metabolism,https://doi.org/10.2174/1389200224666230202150436,https://openalex.org/W4319063476
2022,Drought induces soil microbial stress responses and emissions of volatile organic compounds in an artificial tropical rainforest,"Linnea K. Honeker, Giovanni Pugliese, Johannes Ingrisch et al. (n=22)",Linnea K. Honeker; Giovanni Pugliese; Johannes Ingrisch; Jane Fudyma; Elisabeth P. Carpenter; Esther Singer; Gina Hildebrand; Lingling Shi; David Hoyt; Jordan Krechmer; Megan S. Claflin; Christian Ayala-Ortiz; Viviana Freire-Zapata; Eva Y. Pfannerstill; L. Erik Daber; Michaela A. Dippold; Jürgen Kreuzwieser; jonathan williams; S. Nemiah Ladd; Christiane Werner; Malak Tfaily; Laura Meredith,Figshare,https://doi.org/10.6084/m9.figshare.20334537.v1,https://openalex.org/W4394433974
2022,Serial five-membered lactone ring ions in the treatment of Alzheimer’s diseases-comprehensive profiling of arctigenin metabolites and network analysis,"Yanan Li, Xianming Lan, Shaoping Wang et al. (n=9)",Yanan Li; Xianming Lan; Shaoping Wang; Yifang Cui; Shuyi Song; Hongyan Zhou; Qiyan Li; Long Dai; Jiayu Zhang,Frontiers in Pharmacology,https://doi.org/10.3389/fphar.2022.1065654,https://openalex.org/W4311948719
2022,Determination of Vancomycin and Norvancomycin Residues in Milk by Automated Online Solid-Phase Extraction Combined With Liquid Chromatography-High Resolution Mass Spectrometry,"Hong Wang, Hong-Peng Wang, Min-na Chen et al. (n=6)",Hong Wang; Hong-Peng Wang; Min-na Chen; Lianfeng Ai; Shuxuan Liang; Yan Zhang,Journal of AOAC International,https://doi.org/10.1093/jaoacint/qsac038,https://openalex.org/W4220907920
2022,How Well Can We Predict Mass Spectra from Structures? Benchmarking Competitive Fragmentation Modeling for Metabolite Identification on Untrained Tandem Mass Spectra,"Parker Ladd Bremer, Arpana Vaniya, Tobias Kind et al. (n=5)",Parker Ladd Bremer; Arpana Vaniya; Tobias Kind; Shunyang Wang; Oliver Fiehn,Journal of Chemical Information and Modeling,https://doi.org/10.1021/acs.jcim.2c00936,https://openalex.org/W4293835224
2022,Metabolites identification for major active components of Agastache rugosa in rat by UPLC-Orbitap-MS: Comparison of the difference between metabolism as a single component and as a component in a multi-component extract,"Ah-kyung Jang, Md Mamunur Rashid, Gakyung Lee et al. (n=10)",Ah-kyung Jang; Md Mamunur Rashid; Gakyung Lee; Doo-Young Kim; Hyung Won Ryu; Sei‐Ryang Oh; Jinyoung Park; Hyunbeom Lee; Jongki Hong; Byung Hwa Jung,Journal of Pharmaceutical and Biomedical Analysis,https://doi.org/10.1016/j.jpba.2022.114976,https://openalex.org/W4288740992
2022,A serum metabolomics study based on LC-MS: Chemosensitization effects of Rauvolfia vomitoria Afzel. combined with 5- fluorouracil on colorectal cancer mice,"Zhifan Wang, Wen-Ru Kong, Ning Wang et al. (n=6)",Zhifan Wang; Wen-Ru Kong; Ning Wang; Yu‐Lin You; Jianfeng Wang; Shuqi Wang,Journal of Pharmaceutical and Biomedical Analysis,https://doi.org/10.1016/j.jpba.2022.115074,https://openalex.org/W4296691915
2022,Metabolites Identification and Mechanism Prediction of Neobavaisoflavone In Vitro and In Vivo of Rats through UHPLC-Q-Exactive Plus Orbitrap MS Integrated Network Pharmacology,"Linlin Li, Fan Dong, Bianli Wang et al. (n=9)",Linlin Li; Fan Dong; Bianli Wang; Jian Song; Huimin Zhang; Ping Wang; Feiran Wang; Yingying Yan; Xiao Zhang,Molecules,https://doi.org/10.3390/molecules27238413,https://openalex.org/W4310542942
2022,"Development of a rapid, in‐situ analysis method using sheath‐flow probe electrospray ionisation‐mass spectrometry for the direct identification of cocaine metabolites in dried blood spots","Ayoung Kim, Paul F. Kelly, Matthew A. Turner et al. (n=4)",Ayoung Kim; Paul F. Kelly; Matthew A. Turner; James C. Reynolds,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.9422,https://openalex.org/W4307179925
2022,Analysis of <i>N</i> ‐nitrosodimethylamine in metformin hydrochloride products by high‐resolution accurate mass gas chromatography mass spectrometry,"Chee‐Leong Kee, Yun Zeng, Xiaowei Ge et al. (n=6)",Chee‐Leong Kee; Yun Zeng; Xiaowei Ge; Jing‐Quan Lim; Hong‐Gek Teo Jessie; Min‐Yong Low,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.9414,https://openalex.org/W4306167170
2022,High‐resolution mass spectrometry exhalome profiling with a modified direct analysis in real time ion source,"Liping Xu, Kai Zhang, Xin Geng et al. (n=5)",Liping Xu; Kai Zhang; Xin Geng; Hongli Li; David D. Y. Chen,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.9406,https://openalex.org/W4297461057
2022,A Serum Metabolomics Study Based on LC-MS: Chemosensitization Effects of Rauvolfia Vomitoria Afzel. Combined with 5-Fluorouracil on Colorectal Cancer Mice,"Zhifan Wang, Wen-Ru Kong, Ning Wang et al. (n=6)",Zhifan Wang; Wen-Ru Kong; Ning Wang; Yu‐Lin You; Jianfeng Wang; shuqi wang,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4153622,https://openalex.org/W4285110452
2023,"An innovative impurity profiling of esmolol hydrochloride injection using UPLC-MS based multiple mass defect filter, chemometrics and in-silico toxicity prediction","Wei Zhang, Wenbo Li, Qi Wang et al. (n=9)",Wei Zhang; Wenbo Li; Qi Wang; Xiaoyan Liu; Yan‐Ming Liu; Haiping Huang; Bin Hu; Shuai Yin; Yikun Wang,Arabian Journal of Chemistry,https://doi.org/10.1016/j.arabjc.2023.104573,https://openalex.org/W4316035268
2023,Study of metabolism and potential toxicity of nine synthetic opioid analogs using the zebrafish larvae model,"Matilde Murari, Sara Pesavento, Francesca Greco et al. (n=6)",Matilde Murari; Sara Pesavento; Francesca Greco; Andrea Vettori; Franco Tagliaro; Rossella Gottardo,Drug Testing and Analysis,https://doi.org/10.1002/dta.3590,https://openalex.org/W4388231585
2023,<strong>Drought re-routes soil microbial carbon metabolism towards emission of volatile metabolites in an artificial tropical rainforest</strong>,"Linnea K. Honeker, Giovanni Pugliese, Johannes Ingrisch et al. (n=22)",Linnea K. Honeker; Giovanni Pugliese; Johannes Ingrisch; Jane Fudyma; Elisabeth P. Carpenter; Esther Singer; Gina Hildebrand; Lingling Shi; David Hoyt; Jordan Krechmer; Megan S. Claflin; Christian Ayala-Ortiz; Viviana Freire-Zapata; Eva Y. Pfannerstill; L. Erik Daber; Michaela A. Dippold; Jürgen Kreuzwieser; jonathan williams; S. Nemiah Ladd; Christiane Werner; Malak Tfaily; Laura Meredith,Figshare,https://doi.org/10.6084/m9.figshare.20334537.v2,https://openalex.org/W4394531852
2023,<strong>Drought re-routes soil microbial carbon metabolism towards emission of volatile metabolites in an artificial tropical rainforest</strong>,"Linnea K. Honeker, Giovanni Pugliese, Johannes Ingrisch et al. (n=24)",Linnea K. Honeker; Giovanni Pugliese; Johannes Ingrisch; Jane Fudyma; Elisabeth P. Carpenter; Esther Singer; Gina Hildebrand; Lingling Shi; David Hoyt; Jason Toyoda; Rosalie Chu; Jordan Krechmer; Megan S. Claflin; Christian Ayala-Ortiz; Viviana Freire-Zapata; Eva Y. Pfannerstill; L. Erik Daber; Michaela A. Dippold; Jürgen Kreuzwieser; jonathan williams; S. Nemiah Ladd; Christiane Werner; Malak Tfaily; Laura Meredith,Figshare,https://doi.org/10.6084/m9.figshare.20334537,https://openalex.org/W4394374494
2023,Qinlian hongqu decoction ameliorates hyperlipidemia via the IRE1-α/IKKB-β/NF-κb signaling pathway: Network pharmacology and experimental validation,"Yong Zhang, Zhiqing Guo, Jin Wang et al. (n=8)",Yong Zhang; Zhiqing Guo; Jin Wang; Yuanyuan Yue; Yang Yang; Yueqiang Wen; Yaqi Luo; Xiaobo Zhang,Journal of Ethnopharmacology,https://doi.org/10.1016/j.jep.2023.116856,https://openalex.org/W4382933822
2023,Integrated metabolomic and lipidomic analysis revealed the protective mechanisms of Erzhi Wan on senescent NRK cells through BRL cells,"Guanxiong Shang, Xuan Niu, Qingheng Tong et al. (n=12)",Guanxiong Shang; Xuan Niu; Qingheng Tong; Yan Zhao; Jiu Yin; Xiaoqi Zhou; Jia Xu; Yudan Cao; Fang-Fang Cheng; Beihua Bao; Zhipeng Li; Weifeng Yao,Journal of Ethnopharmacology,https://doi.org/10.1016/j.jep.2023.117482,https://openalex.org/W4388948011
2023,Identification of key anti-inflammatory components of green prickly ash fruit based on zebrafish model and activity tracking strategy,"Haiyang Wang, Ying Sun, Yonghong Xie et al. (n=5)",Haiyang Wang; Ying Sun; Yonghong Xie; Fusheng Liu; Liwen Han,Journal of Functional Foods,https://doi.org/10.1016/j.jff.2023.105656,https://openalex.org/W4382877367
2023,Structurally related impurity profiling of thiacloprid by orbitrap and de novo identification tool,"Xianjiang Li, Mengling Tu, Bingxin Yang et al. (n=5)",Xianjiang Li; Mengling Tu; Bingxin Yang; Wen Ma; Hongmei Li,Microchemical Journal,https://doi.org/10.1016/j.microc.2023.109123,https://openalex.org/W4385163983
2023,Corrigendum to “Structurally related impurity profiling of thiacloprid by orbitrap and de novo identification tool” [Microchem. J. 193 (2023) 109123],"Xianjiang Li, Mengling Tu, Bingxin Yang et al. (n=5)",Xianjiang Li; Mengling Tu; Bingxin Yang; Wen Ma; Hongmei Li,Microchemical Journal,https://doi.org/10.1016/j.microc.2023.109592,https://openalex.org/W4388460653
2023,Advances in Ultra-High-Resolution Mass Spectrometry for Pharmaceutical Analysis,"Estelle Deschamps, Valentina Calabrese, Isabelle Schmitz‐Afonso et al. (n=6)",Estelle Deschamps; Valentina Calabrese; Isabelle Schmitz‐Afonso; Marie Hubert‐Roux; Denis Castagnos; Carlos Afonso,Molecules,https://doi.org/10.3390/molecules28052061,https://openalex.org/W4321599838
2023,"TBT exposure dataset of the manuscript ""Assessment of endocrine disruptors effects on zebrafish (Danio rerio) embryos by untargeted LC-HRMS metabolomic analysis""","Elena Ortiz‐Villanueva, Joaquim Jaumot, Rubén Martínez et al. (n=6)",Elena Ortiz‐Villanueva; Joaquim Jaumot; Rubén Martínez; Laia Navarro‐Martín; Benjamı́n Piña; Romá Tauler,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.8297064,https://openalex.org/W4393482382
2023,"TBT exposure dataset of the manuscript ""Assessment of endocrine disruptors effects on zebrafish (Danio rerio) embryos by untargeted LC-HRMS metabolomic analysis""","Elena Ortiz‐Villanueva, Joaquim Jaumot, Rubén Martínez et al. (n=6)",Elena Ortiz‐Villanueva; Joaquim Jaumot; Rubén Martínez; Laia Navarro‐Martín; Benjamı́n Piña; Romá Tauler,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.8297063,https://openalex.org/W4393455696
2024,Screening anabolic androgenic steroids in human urine: an application of the state-of-the-art gas chromatography-Orbitrap high-resolution mass spectrometry,"Ziyi Ji, Lei Liao, Yuqi Ge et al. (n=8)",Ziyi Ji; Lei Liao; Yuqi Ge; Mengpan Liu; Xian Fang; Haoyi Sun; Siying Zheng; Xiaojun Deng,Analytical and Bioanalytical Chemistry,https://doi.org/10.1007/s00216-024-05272-2,https://openalex.org/W4393934011
2024,An extended strategy of “Recursive Tree” for characterization of drug metabolites in vivo and in vitro and actional mechanism study based on network Pharmacology: Formononetin as a study case,"Yanan Li, Shaoping Wang, Hong Wang et al. (n=5)",Yanan Li; Shaoping Wang; Hong Wang; Long Dai; Jiayu Zhang,Arabian Journal of Chemistry,https://doi.org/10.1016/j.arabjc.2024.105761,https://openalex.org/W4393198376
2024,Investigating proteomic and metabolomic signatures in mesial temporal lobe epilepsy: insights into neurotransmitter dynamics and pharmacoresistance,"Amanda Morato do Canto, Jaqueline Cruz Geraldis, Alexandre B. Godoi et al. (n=10)",Amanda Morato do Canto; Jaqueline Cruz Geraldis; Alexandre B. Godoi; Fábio Rogério; Marina Koutsodontis Machado Alvim; Clarissa Lin Yasuda; Enrico Ghizoni; Matthew MacDonald; Fernando Cendes; Íscia Lopes‐Cendes,Arquivos de Neuro-Psiquiatria,https://doi.org/10.5327/cbn240979,https://openalex.org/W4416865635
2024,Identification and in vitro genotoxicity assessment of forced degradation products of glimepiride and glyburide using HEK cell‐based COMET assay,"Riya Jain, Dande Aishwarya, Shrutika Wankhade et al. (n=6)",Riya Jain; Dande Aishwarya; Shrutika Wankhade; Anupriya; Murali Kumarasamy; Ramalingam Peraman,Biomedical Chromatography,https://doi.org/10.1002/bmc.6025,https://openalex.org/W4403299740
2024,Fourier Transform Ion Cyclotron Resonance Mass Spectrometry Applications for Metabolomics,"Darcy Cochran, Robert Powers",Darcy Cochran; Robert Powers,Biomedicines,https://doi.org/10.3390/biomedicines12081786,https://openalex.org/W4401353233
2024,"Metabolic profiling of lumateperone in vitro and in vivo by UPLC-Q Exactive Orbitrap HRMS, and its pharmacokinetic study in rat plasma by LC-MS/MS","Yifan Qiu, Jing Guo, Jindong Chen et al. (n=5)",Yifan Qiu; Jing Guo; Jindong Chen; Wenjing Zhang; Wenyan Wang,Journal of Pharmaceutical and Biomedical Analysis,https://doi.org/10.1016/j.jpba.2024.116221,https://openalex.org/W4396906457
2024,EMBL-MCF 2.0: an LC-MS/MS method and corresponding library for high-confidence targeted and untargeted metabolomics using low-adsorption HILIC chromatography,"С. С. Декіна, Theodore Alexandrov, Bernhard Drotleff",С. С. Декіна; Theodore Alexandrov; Bernhard Drotleff,Metabolomics,https://doi.org/10.1007/s11306-024-02176-1,https://openalex.org/W4403366547
2024,Gleditsiae Sinensis Fructus ingredients and mechanism in anti-asthmatic bronchitis research,"Hongwei Li, Le Kang, Shirong Dou et al. (n=11)",Hongwei Li; Le Kang; Shirong Dou; Yiming Zhang; Yumei Zhang; Ning Li; Yan-Gang Cao; Mengyun Liu; Deen Han; Kai Li; Weisheng Feng,Phytomedicine,https://doi.org/10.1016/j.phymed.2024.155857,https://openalex.org/W4400520850
2024,[Metabolite identification of isochlorogenic acid A in rats by HPLC-Q-Exactive Orbitrap-MS].,"Wenjing Liu, Yunchang Cao, Suxiang Feng et al. (n=6)",Wenjing Liu; Yunchang Cao; Suxiang Feng; Qiujuan Ma; Jun Li; Yuelin Song,PubMed,https://doi.org/10.19540/j.cnki.cjcmm.20240507.202,https://openalex.org/W4402754983
2024,Denoising Search doubles the number of metabolite and exposome annotations in human plasma using an Orbitrap Astral mass spectrometer,"Oliver Fiehn, Fan‐Zhou Kong, Tong Shen et al. (n=6)",Oliver Fiehn; Fan‐Zhou Kong; Tong Shen; Yuanyue Li; Amer Bashar; Susan S. Bird,Research Square,https://doi.org/10.21203/rs.3.rs-4758843/v1,https://openalex.org/W4401006771
2025,Optimizing the discovery bioanalysis strategy for macrocyclic peptides,"Xing Zhang, Stephanie Dale, Yusi Cui et al. (n=7)",Xing Zhang; Stephanie Dale; Yusi Cui; Joe Napoli; Huy Nguyen; Jingwei Cai; Brian Dean,Analytical and Bioanalytical Chemistry,https://doi.org/10.1007/s00216-025-05781-8,https://openalex.org/W4407602460
2025,"Bioactive profile, anticarcinogenic, antimicrobial, antidiabetic effects, and in silico pharmacokinetic properties of Astragalus elatus","Leyla Ercan, Haşan Akan, Cemile Günbegi Çalışkan",Leyla Ercan; Haşan Akan; Cemile Günbegi Çalışkan,Bioorganic Chemistry,https://doi.org/10.1016/j.bioorg.2025.108733,https://openalex.org/W4412422603
2025,Solvent-driven metabolite profiling and its correlation with antioxidant and lipase inhibitory activities in Murraya paniculata leaves,"Dewi Anggraini Septaningsih, Mohamad Rafi, Rudi Heryanto et al. (n=10)",Dewi Anggraini Septaningsih; Mohamad Rafi; Rudi Heryanto; Syifa Fauziah; C. N. Amanda; Annisa Annisa; Sandra Arifin Aziz; Siska Andrina Kusumastuti; Waras Nurcholis; Wisnu Ananta Kusuma,Brazilian Journal of Biology,https://doi.org/10.1590/1519-6984.296951,https://openalex.org/W4415815170
2025,Detection of Protein and Metabolites in Cancer Analyses by MALDI 2000–2025,"Dorota Bartusik‐Aebisher, Daniel A. Raj, David Aebisher",Dorota Bartusik‐Aebisher; Daniel A. Raj; David Aebisher,Cancers,https://doi.org/10.3390/cancers17213524,https://openalex.org/W4415815696
2025,Comprehensive proteome profiling of cytochrome P450 isoforms in cancer models,"Sadr ul Shaheed, Ahood A. Al-Eidan, Klaus Pors et al. (n=5)",Sadr ul Shaheed; Ahood A. Al-Eidan; Klaus Pors; Laurence H. Patterson; Chris W. Sutton,Clinical Proteomics,https://doi.org/10.1186/s12014-025-09565-1,https://openalex.org/W4415725833
2025,Biosynthesis and Identification of Clenbuterol Metabolites in Urine and In Vitro Microsome Incubation Samples Using UHPLC‐Q‐Exactive Orbitrap Mass Spectrometry: A Comparison Between Human and Bovine Metabolism,"Anuar Gómez‐Tagle, Claudia Bressan, Rosa Ventura et al. (n=6)",Anuar Gómez‐Tagle; Claudia Bressan; Rosa Ventura; Alan Álvarez‐Sánchez; Enrique Cardenas‐Yong; Benjamín Velasco‐Bejarano,Drug Testing and Analysis,https://doi.org/10.1002/dta.3942,https://openalex.org/W4413735957
2025,"Metabolite identification of ripretinib by UPLC-ESI-MS/MS: in silico prediction, in vitro metabolism, and stability assessment","Gangireddy Navitha Reddy, Bharath Reddy Gottimukkula, Harshada Anil Bhalerao et al. (n=5)",Gangireddy Navitha Reddy; Bharath Reddy Gottimukkula; Harshada Anil Bhalerao; Kalpana Talari; Rajesh Sonti,Food and Chemical Toxicology,https://doi.org/10.1016/j.fct.2025.115761,https://openalex.org/W4414522685
2025,Nontarget screening and identification of emerging preservatives and their metabolites in human urine,"Xinling Li, Tao Yang, Jianhua Tan et al. (n=6)",Xinling Li; Tao Yang; Jianhua Tan; Hongxuan Kuang; Wenyao Liang; Xianzhi Peng,Journal of Chromatography A,https://doi.org/10.1016/j.chroma.2025.466322,https://openalex.org/W4413759329
2025,Fufang Shuanghua oral liquid alleviates influenza A virus-infected acute lung injury by restoring antiviral immunity partially via TNF-mediated IFN/NLRP3-inflammasome signaling,"Weijie Li, Yujing Shi, Liying Ma et al. (n=11)",Weijie Li; Yujing Shi; Liying Ma; Yi Men; Yute Zhong; Lu Fu; Xinyan Zhang; Wenbo Du; Xiaorui Wang; Ping Wang; Haiyu Xu,Journal of Ethnopharmacology,https://doi.org/10.1016/j.jep.2025.120318,https://openalex.org/W4412495570
2025,Untargeted Metabolomic Analysis in the Short-Lived Killifish Using HILIC Ultra Performance Liquid Chromatography Method Coupled to a Q Exactive Orbitrap Mass Spectrometer,"Isabella Moceri, S. de Cabrera, Jackson Watson et al. (n=7)",Isabella Moceri; S. de Cabrera; Jackson Watson; Pieter‐Jan Serneels; Julie De Schutter; Lieve Moons; Sanjoy K. Bhattacharya,Methods in molecular biology,https://doi.org/10.1007/978-1-0716-4534-5_26,https://openalex.org/W4411207400
2025,Comprehensive analytical approaches: The use of LC-MS and IC-MS in modern pharmaceutical and biomedical sciences,"Mohamed M. Y. Kaddah, Maha El Demellawy, Wael Talaat",Mohamed M. Y. Kaddah; Maha El Demellawy; Wael Talaat,Microchemical Journal,https://doi.org/10.1016/j.microc.2025.114780,https://openalex.org/W4413020562
2025,AI-driven multidimensional profiling of trace impurities in carbofuran,"Lingwen Hu, Cameron Robertson, Xianjiang Li et al. (n=8)",Lingwen Hu; Cameron Robertson; Xianjiang Li; Yan Zhang; Hongmei Li; Robert Wielgosz; Ralf Josephs; Sheng Wang,Microchemical Journal,https://doi.org/10.1016/j.microc.2025.116433,https://openalex.org/W4416919264
2025,Metabolism and bioavailability aspects of natural products of plant origin using mass spectrometry-based and metabolomic approaches,"Eleni V. Mikropoulou, Aikaterini Basdeki, Maria Halabalaki",Eleni V. Mikropoulou; Aikaterini Basdeki; Maria Halabalaki,Natural Product Reports,https://doi.org/10.1039/d5np00022j,https://openalex.org/W4415611739
2025,Denoising Search doubles the number of metabolite and exposome annotations in human plasma using an Orbitrap Astral mass spectrometer,"Fan‐Zhou Kong, Tong Shen, Yuanyue Li et al. (n=6)",Fan‐Zhou Kong; Tong Shen; Yuanyue Li; Amer Bashar; Susan S. Bird; Oliver Fiehn,Nature Methods,https://doi.org/10.1038/s41592-025-02646-x,https://openalex.org/W4408934710
2025,In silico molecular docking study and antihypertensive property of Gongronema latifolium Benth. ethanol leaf extract in dexamethasone-induced hypertension in Wistar rats,"Idara Asuquo Okon, Justin Atiang Beshel, Erdi Can Aytar et al. (n=4)",Idara Asuquo Okon; Justin Atiang Beshel; Erdi Can Aytar; Daniel Udofia Owu,Phytomedicine Plus,https://doi.org/10.1016/j.phyplu.2025.100892,https://openalex.org/W4414696071
2025,In Vitro Metabolism of Metonitazene in Camels: High‐Resolution Mass Spectrometric Characterization for Doping Control,"Jahfar Nalakath, Ansar Babu Palathinkal, Rasheed Naduvilakkandy et al. (n=5)",Jahfar Nalakath; Ansar Babu Palathinkal; Rasheed Naduvilakkandy; Ramees Abdulla Vazhat; Praseen Ondern Komathu,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.10111,https://openalex.org/W4412689663
2025,LC-MS Orbitrap-based metabolomics using a novel hybrid zwitterionic hydrophilic interaction liquid chromatography and rigorous metabolite identification reveals doxorubicin-induced metabolic perturbations in breast cancer cells,"Salah Abdelrazig, Áine McCabe, Alia Yasin et al. (n=7)",Salah Abdelrazig; Áine McCabe; Alia Yasin; Rajneil Chaudhary; Michael A. Ochsenkühn; David A. Scicchitano; Shady A. Amin,RSC Advances,https://doi.org/10.1039/d5ra01044f,https://openalex.org/W4411457768
